Időpont;Letöltés;Letöltés %;Feltöltés;Feltöltés %;Válaszidő;Csomagvesztés
2023.05.09 13:30;796.32 Mbps;80%;331.58 Mbps;111%;2 msec.;1
2023.05.09 14:30;793.22 Mbps;79%;331.44 Mbps;110%;2 msec.;1
2023.05.09 15:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.05.09 15:36;850.41 Mbps;85%;330.58 Mbps;110%;2 msec.;1
2023.05.09 16:30;805.76 Mbps;81%;330.29 Mbps;110%;2 msec.;1
2023.05.09 17:30;801.51 Mbps;80%;331.31 Mbps;110%;2 msec.;1
2023.05.09 18:30;795.87 Mbps;80%;331.49 Mbps;110%;2 msec.;1
2023.05.09 19:30;653.70 Mbps;65%;331.23 Mbps;110%;2 msec.;1
2023.05.09 20:30;706.65 Mbps;71%;331.28 Mbps;110%;2 msec.;1
2023.05.09 21:30;657.74 Mbps;66%;331.22 Mbps;110%;2 msec.;1
2023.05.09 22:30;768.72 Mbps;77%;331.35 Mbps;110%;2 msec.;1
2023.05.09 23:30;831.19 Mbps;83%;331.56 Mbps;111%;2 msec.;1
2023.05.10 0:30;832.90 Mbps;83%;331.20 Mbps;110%;2 msec.;1
2023.05.10 1:30;844.71 Mbps;84%;331.54 Mbps;111%;2 msec.;1
2023.05.10 2:30;833.18 Mbps;83%;331.57 Mbps;111%;2 msec.;1
2023.05.10 3:30;821.77 Mbps;82%;331.57 Mbps;111%;2 msec.;1
2023.05.10 4:30;842.83 Mbps;84%;331.37 Mbps;110%;2 msec.;1
2023.05.10 5:30;844.18 Mbps;84%;331.48 Mbps;110%;2 msec.;1
2023.05.10 6:33;820.94 Mbps;82%;330.74 Mbps;110%;2 msec.;1
2023.05.10 7:30;819.75 Mbps;82%;330.80 Mbps;110%;2 msec.;1
2023.05.10 8:30;828.22 Mbps;83%;331.24 Mbps;110%;2 msec.;1
2023.05.10 9:30;824.88 Mbps;82%;331.18 Mbps;110%;2 msec.;1
2023.05.10 10:30;849.12 Mbps;85%;331.25 Mbps;110%;2 msec.;1
2023.05.10 11:30;829.47 Mbps;83%;331.29 Mbps;110%;2 msec.;1
2023.05.10 12:30;828.34 Mbps;83%;331.25 Mbps;110%;2 msec.;1
2023.05.10 13:30;844.60 Mbps;84%;331.18 Mbps;110%;2 msec.;1
2023.05.10 14:30;824.58 Mbps;82%;331.26 Mbps;110%;2 msec.;1
2023.05.10 15:30;814.53 Mbps;81%;331.32 Mbps;110%;2 msec.;1
2023.05.10 16:30;815.66 Mbps;82%;331.24 Mbps;110%;2 msec.;1
2023.05.10 17:30;627.26 Mbps;63%;331.10 Mbps;110%;2 msec.;1
2023.05.10 18:30;705.12 Mbps;71%;331.43 Mbps;110%;2 msec.;1
2023.05.10 19:30;619.02 Mbps;62%;331.27 Mbps;110%;2 msec.;1
2023.05.10 20:30;652.97 Mbps;65%;331.41 Mbps;110%;2 msec.;1
2023.05.10 21:33;610.60 Mbps;61%;331.25 Mbps;110%;2 msec.;1
2023.05.10 22:30;726.31 Mbps;73%;330.55 Mbps;110%;2 msec.;1
2023.05.10 23:33;830.08 Mbps;83%;331.22 Mbps;110%;2 msec.;1
2023.05.11 0:33;836.97 Mbps;84%;331.31 Mbps;110%;2 msec.;1
2023.05.11 1:30;836.97 Mbps;84%;330.84 Mbps;110%;2 msec.;1
2023.05.11 2:30;826.69 Mbps;83%;331.22 Mbps;110%;2 msec.;1
2023.05.11 3:30;828.34 Mbps;83%;331.62 Mbps;111%;2 msec.;1
2023.05.11 4:30;834.36 Mbps;83%;331.31 Mbps;110%;2 msec.;1
2023.05.11 5:30;821.04 Mbps;82%;331.30 Mbps;110%;2 msec.;1
2023.05.11 6:30;835.34 Mbps;84%;331.11 Mbps;110%;2 msec.;1
2023.05.11 7:30;838.39 Mbps;84%;331.21 Mbps;110%;2 msec.;1
2023.05.11 8:30;839.60 Mbps;84%;331.32 Mbps;110%;2 msec.;1
2023.05.11 9:30;840.08 Mbps;84%;331.35 Mbps;110%;2 msec.;1
2023.05.11 10:30;831.83 Mbps;83%;331.41 Mbps;110%;2 msec.;1
2023.05.11 11:30;827.02 Mbps;83%;331.39 Mbps;110%;2 msec.;1
2023.05.11 12:30;820.59 Mbps;82%;331.50 Mbps;111%;2 msec.;1
2023.05.11 13:30;832.52 Mbps;83%;331.27 Mbps;110%;2 msec.;1
2023.05.11 14:30;840.52 Mbps;84%;331.17 Mbps;110%;2 msec.;1
2023.05.11 15:30;828.41 Mbps;83%;331.37 Mbps;110%;2 msec.;1
2023.05.11 16:30;784.11 Mbps;78%;331.33 Mbps;110%;2 msec.;1
2023.05.11 17:30;804.44 Mbps;80%;331.19 Mbps;110%;2 msec.;1
2023.05.11 18:30;818.36 Mbps;82%;331.30 Mbps;110%;2 msec.;1
2023.05.11 19:30;783.63 Mbps;78%;331.19 Mbps;110%;2 msec.;1
2023.05.11 20:33;711.67 Mbps;71%;331.12 Mbps;110%;2 msec.;1
2023.05.11 21:30;589.74 Mbps;59%;330.47 Mbps;110%;2 msec.;1
2023.05.11 22:30;814.68 Mbps;81%;331.34 Mbps;110%;2 msec.;1
2023.05.11 23:30;839.85 Mbps;84%;331.53 Mbps;111%;2 msec.;1
2023.05.12 0:30;837.23 Mbps;84%;331.42 Mbps;110%;2 msec.;1
2023.05.12 1:30;832.01 Mbps;83%;331.09 Mbps;110%;2 msec.;1
2023.05.12 2:30;829.55 Mbps;83%;331.17 Mbps;110%;2 msec.;1
2023.05.12 3:30;828.88 Mbps;83%;331.45 Mbps;110%;2 msec.;1
2023.05.12 4:30;820.98 Mbps;82%;331.25 Mbps;110%;2 msec.;1
2023.05.12 5:30;813.35 Mbps;81%;331.42 Mbps;110%;2 msec.;1
2023.05.12 6:30;820.59 Mbps;82%;331.45 Mbps;110%;2 msec.;1
2023.05.12 7:30;813.86 Mbps;81%;331.28 Mbps;110%;2 msec.;1
2023.05.12 8:30;830.33 Mbps;83%;331.19 Mbps;110%;2 msec.;1
2023.05.12 9:30;831.14 Mbps;83%;331.31 Mbps;110%;2 msec.;1
2023.05.12 10:30;824.94 Mbps;82%;331.43 Mbps;110%;2 msec.;1
2023.05.12 11:30;824.63 Mbps;82%;331.55 Mbps;111%;2 msec.;1
2023.05.12 12:30;826.64 Mbps;83%;331.46 Mbps;110%;2 msec.;1
2023.05.12 13:30;831.86 Mbps;83%;331.27 Mbps;110%;2 msec.;1
2023.05.12 14:30;818.20 Mbps;82%;331.01 Mbps;110%;2 msec.;1
2023.05.12 15:30;805.33 Mbps;81%;331.37 Mbps;110%;2 msec.;1
2023.05.12 16:30;790.58 Mbps;79%;331.57 Mbps;111%;2 msec.;1
2023.05.12 17:30;751.70 Mbps;75%;331.40 Mbps;110%;2 msec.;1
2023.05.12 18:30;773.81 Mbps;77%;331.27 Mbps;110%;2 msec.;1
2023.05.12 19:36;688.92 Mbps;69%;330.44 Mbps;110%;2 msec.;1
2023.05.12 20:30;726.27 Mbps;73%;330.69 Mbps;110%;2 msec.;1
2023.05.12 21:30;715.77 Mbps;72%;331.64 Mbps;111%;2 msec.;1
2023.05.12 22:30;801.71 Mbps;80%;331.37 Mbps;110%;2 msec.;1
2023.05.12 23:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.05.12 23:37;833.39 Mbps;83%;331.07 Mbps;110%;2 msec.;1
2023.05.13 0:30;835.15 Mbps;84%;331.30 Mbps;110%;2 msec.;1
2023.05.13 1:30;840.19 Mbps;84%;331.35 Mbps;110%;2 msec.;1
2023.05.13 2:30;828.66 Mbps;83%;331.20 Mbps;110%;3 msec.;1
2023.05.13 3:30;828.73 Mbps;83%;331.22 Mbps;110%;2 msec.;1
2023.05.13 4:30;825.49 Mbps;83%;331.40 Mbps;110%;2 msec.;1
2023.05.13 5:30;813.48 Mbps;81%;331.31 Mbps;110%;2 msec.;1
2023.05.13 6:30;825.75 Mbps;83%;331.60 Mbps;111%;2 msec.;1
2023.05.13 7:30;822.76 Mbps;82%;331.44 Mbps;110%;2 msec.;1
2023.05.13 8:30;835.31 Mbps;84%;331.36 Mbps;110%;2 msec.;1
2023.05.13 9:30;832.13 Mbps;83%;331.02 Mbps;110%;2 msec.;1
2023.05.13 10:30;817.91 Mbps;82%;331.28 Mbps;110%;2 msec.;1
2023.05.13 11:30;842.23 Mbps;84%;331.49 Mbps;110%;2 msec.;1
2023.05.13 12:30;818.47 Mbps;82%;331.31 Mbps;110%;2 msec.;1
2023.05.13 13:30;823.75 Mbps;82%;331.62 Mbps;111%;2 msec.;1
2023.05.13 14:30;811.17 Mbps;81%;331.36 Mbps;110%;2 msec.;1
2023.05.13 15:30;791.07 Mbps;79%;331.07 Mbps;110%;2 msec.;1
2023.05.13 16:30;776.15 Mbps;78%;331.51 Mbps;111%;2 msec.;1
2023.05.13 17:30;813.63 Mbps;81%;331.42 Mbps;110%;2 msec.;1
2023.05.13 18:30;778.13 Mbps;78%;331.49 Mbps;110%;2 msec.;1
2023.05.13 19:30;721.58 Mbps;72%;331.41 Mbps;110%;2 msec.;1
2023.05.13 20:30;744.83 Mbps;74%;331.59 Mbps;111%;2 msec.;1
2023.05.13 21:30;666.50 Mbps;67%;331.29 Mbps;110%;2 msec.;1
2023.05.13 22:30;734.90 Mbps;73%;331.52 Mbps;111%;2 msec.;1
2023.05.13 23:30;832.30 Mbps;83%;331.24 Mbps;110%;2 msec.;1
2023.05.14 0:30;833.60 Mbps;83%;331.49 Mbps;110%;2 msec.;1
2023.05.14 1:30;841.96 Mbps;84%;331.52 Mbps;111%;2 msec.;1
2023.05.14 2:30;829.19 Mbps;83%;331.51 Mbps;111%;2 msec.;1
2023.05.14 3:30;834.48 Mbps;83%;331.43 Mbps;110%;2 msec.;1
2023.05.14 4:30;842.51 Mbps;84%;331.27 Mbps;110%;2 msec.;1
2023.05.14 5:30;827.40 Mbps;83%;331.30 Mbps;110%;2 msec.;1
2023.05.14 6:30;835.45 Mbps;84%;331.43 Mbps;110%;2 msec.;1
2023.05.14 7:30;840.31 Mbps;84%;331.27 Mbps;110%;2 msec.;1
2023.05.14 8:30;837.95 Mbps;84%;331.18 Mbps;110%;2 msec.;1
2023.05.14 9:33;817.66 Mbps;82%;330.90 Mbps;110%;2 msec.;1
2023.05.14 10:30;817.90 Mbps;82%;330.58 Mbps;110%;2 msec.;1
2023.05.14 11:30;806.41 Mbps;81%;331.40 Mbps;110%;2 msec.;1
2023.05.14 12:30;795.93 Mbps;80%;331.45 Mbps;110%;2 msec.;1
2023.05.14 13:30;777.78 Mbps;78%;331.26 Mbps;110%;2 msec.;1
2023.05.14 14:30;765.54 Mbps;77%;331.45 Mbps;110%;2 msec.;1
2023.05.14 15:30;748.99 Mbps;75%;331.40 Mbps;110%;2 msec.;1
2023.05.14 16:30;654.17 Mbps;65%;331.03 Mbps;110%;2 msec.;1
2023.05.14 17:30;710.73 Mbps;71%;331.23 Mbps;110%;2 msec.;1
2023.05.14 18:30;672.49 Mbps;67%;331.90 Mbps;111%;2 msec.;1
2023.05.14 19:30;653.89 Mbps;65%;331.39 Mbps;110%;2 msec.;1
2023.05.14 20:30;591.50 Mbps;59%;331.50 Mbps;111%;2 msec.;1
2023.05.14 21:30;603.30 Mbps;60%;331.28 Mbps;110%;2 msec.;1
2023.05.14 22:30;765.78 Mbps;77%;331.20 Mbps;110%;2 msec.;1
2023.05.14 23:33;831.28 Mbps;83%;331.01 Mbps;110%;2 msec.;1
2023.05.15 0:30;826.04 Mbps;83%;330.93 Mbps;110%;2 msec.;1
2023.05.15 1:30;833.51 Mbps;83%;331.46 Mbps;110%;2 msec.;1
2023.05.15 2:30;829.52 Mbps;83%;331.37 Mbps;110%;2 msec.;1
2023.05.15 3:30;840.81 Mbps;84%;331.63 Mbps;111%;2 msec.;1
2023.05.15 4:30;829.12 Mbps;83%;331.50 Mbps;111%;2 msec.;1
2023.05.15 5:30;831.09 Mbps;83%;331.52 Mbps;111%;2 msec.;1
2023.05.15 6:30;834.79 Mbps;83%;331.19 Mbps;110%;2 msec.;1
2023.05.15 7:30;830.83 Mbps;83%;331.32 Mbps;110%;2 msec.;1
2023.05.15 8:30;807.17 Mbps;81%;330.90 Mbps;110%;2 msec.;1
2023.05.15 9:31;833.16 Mbps;83%;329.87 Mbps;110%;2 msec.;1
2023.05.15 10:30;833.98 Mbps;83%;330.37 Mbps;110%;2 msec.;1
2023.05.15 11:30;829.23 Mbps;83%;331.14 Mbps;110%;2 msec.;1
2023.05.15 12:30;831.27 Mbps;83%;330.94 Mbps;110%;2 msec.;1
2023.05.15 13:30;815.96 Mbps;82%;330.32 Mbps;110%;2 msec.;1
2023.05.15 14:30;821.33 Mbps;82%;331.33 Mbps;110%;2 msec.;1
2023.05.15 15:30;818.44 Mbps;82%;331.31 Mbps;110%;2 msec.;1
2023.05.15 16:30;822.61 Mbps;82%;331.36 Mbps;110%;2 msec.;1
2023.05.15 17:30;805.61 Mbps;81%;331.35 Mbps;110%;2 msec.;1
2023.05.15 18:30;788.45 Mbps;79%;331.35 Mbps;110%;2 msec.;1
2023.05.15 19:30;724.21 Mbps;72%;331.39 Mbps;110%;2 msec.;1
2023.05.15 20:30;728.65 Mbps;73%;331.21 Mbps;110%;2 msec.;1
2023.05.15 21:30;702.20 Mbps;70%;331.38 Mbps;110%;2 msec.;1
2023.05.15 22:30;799.90 Mbps;80%;331.20 Mbps;110%;2 msec.;1
2023.05.15 23:30;819.88 Mbps;82%;331.47 Mbps;110%;2 msec.;1
2023.05.16 0:30;829.99 Mbps;83%;331.20 Mbps;110%;2 msec.;1
2023.05.16 1:30;834.84 Mbps;83%;331.39 Mbps;110%;2 msec.;1
2023.05.16 2:30;835.34 Mbps;84%;331.40 Mbps;110%;2 msec.;1
2023.05.16 3:30;835.70 Mbps;84%;331.37 Mbps;110%;2 msec.;1
2023.05.16 4:30;848.38 Mbps;85%;331.24 Mbps;110%;2 msec.;1
2023.05.16 5:30;831.98 Mbps;83%;331.53 Mbps;111%;2 msec.;1
2023.05.16 6:30;828.61 Mbps;83%;331.42 Mbps;110%;2 msec.;1
2023.05.16 7:30;822.09 Mbps;82%;331.43 Mbps;110%;2 msec.;1
2023.05.16 8:30;839.79 Mbps;84%;331.36 Mbps;110%;2 msec.;1
2023.05.16 9:30;817.95 Mbps;82%;331.37 Mbps;110%;2 msec.;1
2023.05.16 10:30;819.68 Mbps;82%;331.16 Mbps;110%;2 msec.;1
2023.05.16 11:30;811.18 Mbps;81%;331.27 Mbps;110%;2 msec.;1
2023.05.16 12:30;824.27 Mbps;82%;331.54 Mbps;111%;2 msec.;1
2023.05.16 13:30;839.76 Mbps;84%;331.39 Mbps;110%;2 msec.;1
2023.05.16 14:30;831.29 Mbps;83%;331.50 Mbps;111%;2 msec.;1
2023.05.16 15:30;823.14 Mbps;82%;331.30 Mbps;110%;2 msec.;1
2023.05.16 16:30;821.21 Mbps;82%;331.40 Mbps;110%;2 msec.;1
2023.05.16 17:30;813.75 Mbps;81%;330.70 Mbps;110%;2 msec.;1
2023.05.16 18:30;827.62 Mbps;83%;331.23 Mbps;110%;2 msec.;1
2023.05.16 19:30;818.31 Mbps;82%;330.11 Mbps;110%;2 msec.;1
2023.05.16 20:30;822.13 Mbps;82%;329.78 Mbps;110%;2 msec.;1
2023.05.16 21:30;824.69 Mbps;82%;329.97 Mbps;110%;2 msec.;1
2023.05.16 22:30;819.73 Mbps;82%;331.21 Mbps;110%;2 msec.;1
2023.05.16 23:30;831.92 Mbps;83%;331.42 Mbps;110%;2 msec.;1
2023.05.17 0:30;826.45 Mbps;83%;331.58 Mbps;111%;2 msec.;1
2023.05.17 1:30;820.75 Mbps;82%;331.61 Mbps;111%;2 msec.;1
2023.05.17 2:30;837.14 Mbps;84%;332.19 Mbps;111%;2 msec.;1
2023.05.17 3:30;825.06 Mbps;83%;331.73 Mbps;111%;2 msec.;1
2023.05.17 4:30;810.65 Mbps;81%;331.81 Mbps;111%;2 msec.;1
2023.05.17 5:30;825.76 Mbps;83%;331.81 Mbps;111%;2 msec.;1
2023.05.17 6:30;831.24 Mbps;83%;331.54 Mbps;111%;2 msec.;1
2023.05.17 7:30;824.59 Mbps;82%;331.49 Mbps;110%;2 msec.;1
2023.05.17 8:30;815.21 Mbps;82%;331.71 Mbps;111%;2 msec.;1
2023.05.17 9:30;825.50 Mbps;83%;331.62 Mbps;111%;2 msec.;1
2023.05.17 10:30;836.90 Mbps;84%;331.42 Mbps;110%;2 msec.;1
2023.05.17 11:30;822.72 Mbps;82%;331.33 Mbps;110%;2 msec.;1
2023.05.17 12:30;831.34 Mbps;83%;331.27 Mbps;110%;2 msec.;1
2023.05.17 13:30;836.97 Mbps;84%;331.47 Mbps;110%;2 msec.;1
2023.05.17 14:31;838.10 Mbps;84%;330.19 Mbps;110%;2 msec.;1
2023.05.17 15:30;834.00 Mbps;83%;330.52 Mbps;110%;2 msec.;1
2023.05.17 16:30;814.39 Mbps;81%;331.58 Mbps;111%;2 msec.;1
2023.05.17 17:30;824.71 Mbps;82%;330.70 Mbps;110%;2 msec.;1
2023.05.17 18:30;834.28 Mbps;83%;330.58 Mbps;110%;2 msec.;1
2023.05.17 19:30;818.94 Mbps;82%;330.43 Mbps;110%;2 msec.;1
2023.05.17 20:30;829.06 Mbps;83%;330.58 Mbps;110%;2 msec.;1
2023.05.17 21:34;839.41 Mbps;84%;329.43 Mbps;110%;2 msec.;1
2023.05.17 22:30;829.88 Mbps;83%;330.99 Mbps;110%;2 msec.;1
2023.05.17 23:30;836.48 Mbps;84%;331.27 Mbps;110%;2 msec.;1
2023.05.18 0:30;836.54 Mbps;84%;331.42 Mbps;110%;2 msec.;1
2023.05.18 1:30;812.89 Mbps;81%;331.74 Mbps;111%;2 msec.;1
2023.05.18 2:30;821.59 Mbps;82%;331.33 Mbps;110%;2 msec.;1
2023.05.18 3:30;824.03 Mbps;82%;331.76 Mbps;111%;2 msec.;1
2023.05.18 4:30;830.37 Mbps;83%;332.11 Mbps;111%;2 msec.;1
2023.05.18 5:30;823.01 Mbps;82%;332.01 Mbps;111%;2 msec.;1
2023.05.18 6:30;836.02 Mbps;84%;331.51 Mbps;111%;2 msec.;1
2023.05.18 7:40;842.97 Mbps;84%;331.45 Mbps;110%;2 msec.;1
2023.05.18 8:30;817.14 Mbps;82%;330.79 Mbps;110%;2 msec.;1
2023.05.18 9:30;821.23 Mbps;82%;331.56 Mbps;111%;2 msec.;1
2023.05.18 10:30;815.56 Mbps;82%;331.13 Mbps;110%;2 msec.;1
2023.05.18 11:30;812.58 Mbps;81%;331.56 Mbps;111%;2 msec.;1
2023.05.18 12:30;829.42 Mbps;83%;331.47 Mbps;110%;2 msec.;1
2023.05.18 13:30;816.51 Mbps;82%;331.39 Mbps;110%;2 msec.;1
2023.05.18 14:30;818.53 Mbps;82%;331.17 Mbps;110%;2 msec.;1
2023.05.18 15:30;836.23 Mbps;84%;331.21 Mbps;110%;2 msec.;1
2023.05.18 16:30;834.55 Mbps;83%;330.90 Mbps;110%;2 msec.;1
2023.05.18 17:30;817.65 Mbps;82%;330.92 Mbps;110%;2 msec.;1
2023.05.18 18:30;824.32 Mbps;82%;330.64 Mbps;110%;2 msec.;1
2023.05.18 19:30;835.53 Mbps;84%;330.69 Mbps;110%;2 msec.;1
2023.05.18 20:30;833.30 Mbps;83%;331.05 Mbps;110%;2 msec.;1
2023.05.18 21:30;795.91 Mbps;80%;330.28 Mbps;110%;2 msec.;1
2023.05.18 22:30;798.48 Mbps;80%;330.95 Mbps;110%;2 msec.;1
2023.05.18 23:31;804.10 Mbps;80%;330.47 Mbps;110%;2 msec.;1
2023.05.19 0:30;812.27 Mbps;81%;330.81 Mbps;110%;2 msec.;1
2023.05.19 1:30;804.71 Mbps;80%;331.91 Mbps;111%;2 msec.;1
2023.05.19 2:30;819.94 Mbps;82%;331.71 Mbps;111%;2 msec.;1
2023.05.19 3:30;796.60 Mbps;80%;331.62 Mbps;111%;2 msec.;1
2023.05.19 4:30;808.35 Mbps;81%;331.77 Mbps;111%;2 msec.;1
2023.05.19 5:30;809.49 Mbps;81%;331.80 Mbps;111%;2 msec.;1
2023.05.19 6:30;821.07 Mbps;82%;331.93 Mbps;111%;2 msec.;1
2023.05.19 7:30;794.39 Mbps;79%;331.69 Mbps;111%;2 msec.;1
2023.05.19 8:30;809.04 Mbps;81%;331.72 Mbps;111%;2 msec.;1
2023.05.19 9:30;802.04 Mbps;80%;331.85 Mbps;111%;2 msec.;1
2023.05.19 10:30;798.68 Mbps;80%;331.74 Mbps;111%;2 msec.;1
2023.05.19 11:30;795.96 Mbps;80%;331.72 Mbps;111%;2 msec.;1
2023.05.19 12:30;803.25 Mbps;80%;331.36 Mbps;110%;2 msec.;1
2023.05.19 13:30;817.48 Mbps;82%;331.28 Mbps;110%;2 msec.;1
2023.05.19 14:30;806.62 Mbps;81%;330.13 Mbps;110%;2 msec.;1
2023.05.19 15:30;802.06 Mbps;80%;331.07 Mbps;110%;2 msec.;1
2023.05.19 16:30;823.08 Mbps;82%;331.03 Mbps;110%;2 msec.;1
2023.05.19 17:30;778.68 Mbps;78%;331.51 Mbps;111%;2 msec.;1
2023.05.19 18:30;803.15 Mbps;80%;331.34 Mbps;110%;2 msec.;1
2023.05.19 19:30;775.67 Mbps;78%;331.02 Mbps;110%;2 msec.;1
2023.05.19 20:30;800.39 Mbps;80%;329.95 Mbps;110%;2 msec.;1
2023.05.19 21:30;828.58 Mbps;83%;330.32 Mbps;110%;2 msec.;1
2023.05.19 22:30;804.57 Mbps;80%;331.46 Mbps;110%;2 msec.;1
2023.05.19 23:30;815.06 Mbps;82%;331.31 Mbps;110%;2 msec.;1
2023.05.20 0:30;826.43 Mbps;83%;331.69 Mbps;111%;2 msec.;1
2023.05.20 1:30;834.45 Mbps;83%;331.06 Mbps;110%;2 msec.;1
2023.05.20 2:32;828.36 Mbps;83%;331.33 Mbps;110%;2 msec.;1
2023.05.20 3:30;813.36 Mbps;81%;331.39 Mbps;110%;2 msec.;1
2023.05.20 4:30;808.00 Mbps;81%;331.05 Mbps;110%;2 msec.;1
2023.05.20 5:30;817.70 Mbps;82%;331.19 Mbps;110%;2 msec.;1
2023.05.20 6:30;810.75 Mbps;81%;330.93 Mbps;110%;2 msec.;1
2023.05.20 7:30;822.62 Mbps;82%;330.90 Mbps;110%;2 msec.;1
2023.05.20 8:31;794.17 Mbps;79%;331.64 Mbps;111%;2 msec.;1
2023.05.20 9:30;804.00 Mbps;80%;330.73 Mbps;110%;2 msec.;1
2023.05.20 10:30;820.64 Mbps;82%;330.66 Mbps;110%;2 msec.;1
2023.05.20 11:30;819.00 Mbps;82%;330.46 Mbps;110%;2 msec.;1
2023.05.20 12:30;800.21 Mbps;80%;331.32 Mbps;110%;2 msec.;1
2023.05.20 13:30;812.37 Mbps;81%;329.94 Mbps;110%;2 msec.;1
2023.05.20 14:30;815.11 Mbps;82%;331.71 Mbps;111%;2 msec.;1
2023.05.20 15:30;819.23 Mbps;82%;330.66 Mbps;110%;2 msec.;1
2023.05.20 16:30;809.04 Mbps;81%;331.16 Mbps;110%;2 msec.;1
2023.05.20 17:30;816.03 Mbps;82%;330.76 Mbps;110%;2 msec.;1
2023.05.20 18:30;828.64 Mbps;83%;330.69 Mbps;110%;2 msec.;1
2023.05.20 19:30;829.42 Mbps;83%;330.87 Mbps;110%;2 msec.;1
2023.05.20 20:30;819.76 Mbps;82%;330.59 Mbps;110%;2 msec.;1
2023.05.20 21:30;836.08 Mbps;84%;330.71 Mbps;110%;2 msec.;1
2023.05.20 22:30;826.83 Mbps;83%;330.55 Mbps;110%;2 msec.;1
2023.05.20 23:30;823.38 Mbps;82%;331.45 Mbps;110%;2 msec.;1
2023.05.21 0:30;828.70 Mbps;83%;332.01 Mbps;111%;2 msec.;1
2023.05.21 1:30;827.85 Mbps;83%;331.62 Mbps;111%;2 msec.;1
2023.05.21 2:30;816.56 Mbps;82%;331.89 Mbps;111%;2 msec.;1
2023.05.21 3:30;823.24 Mbps;82%;331.40 Mbps;110%;2 msec.;1
2023.05.21 4:30;820.63 Mbps;82%;331.66 Mbps;111%;2 msec.;1
2023.05.21 5:30;821.24 Mbps;82%;331.96 Mbps;111%;2 msec.;1
2023.05.21 6:30;824.12 Mbps;82%;331.80 Mbps;111%;2 msec.;1
2023.05.21 7:30;813.11 Mbps;81%;331.83 Mbps;111%;2 msec.;1
2023.05.21 8:30;822.64 Mbps;82%;331.27 Mbps;110%;2 msec.;1
2023.05.21 9:30;821.50 Mbps;82%;331.33 Mbps;110%;2 msec.;1
2023.05.21 10:30;827.85 Mbps;83%;331.70 Mbps;111%;2 msec.;1
2023.05.21 11:30;823.81 Mbps;82%;330.75 Mbps;110%;2 msec.;1
2023.05.21 12:30;828.50 Mbps;83%;331.62 Mbps;111%;2 msec.;1
2023.05.21 13:30;822.18 Mbps;82%;331.52 Mbps;111%;2 msec.;1
2023.05.21 14:30;825.49 Mbps;83%;330.99 Mbps;110%;2 msec.;1
2023.05.21 15:30;826.29 Mbps;83%;331.11 Mbps;110%;2 msec.;1
2023.05.21 16:30;832.58 Mbps;83%;330.88 Mbps;110%;2 msec.;1
2023.05.21 17:30;826.75 Mbps;83%;330.56 Mbps;110%;2 msec.;1
2023.05.21 18:30;819.51 Mbps;82%;330.91 Mbps;110%;2 msec.;1
2023.05.21 19:30;822.94 Mbps;82%;329.95 Mbps;110%;2 msec.;1
2023.05.21 20:30;815.67 Mbps;82%;329.83 Mbps;110%;2 msec.;1
2023.05.21 21:30;820.86 Mbps;82%;331.02 Mbps;110%;2 msec.;1
2023.05.21 22:30;825.56 Mbps;83%;331.57 Mbps;111%;2 msec.;1
2023.05.21 23:30;812.59 Mbps;81%;331.64 Mbps;111%;2 msec.;1
2023.05.22 0:30;844.68 Mbps;84%;331.74 Mbps;111%;2 msec.;1
2023.05.22 1:30;800.54 Mbps;80%;331.87 Mbps;111%;2 msec.;1
2023.05.22 2:30;806.87 Mbps;81%;331.73 Mbps;111%;3 msec.;1
2023.05.22 3:30;814.59 Mbps;81%;332.10 Mbps;111%;2 msec.;1
2023.05.22 4:30;815.36 Mbps;82%;331.65 Mbps;111%;2 msec.;1
2023.05.22 5:30;823.08 Mbps;82%;331.82 Mbps;111%;2 msec.;1
2023.05.22 6:30;805.56 Mbps;81%;331.86 Mbps;111%;2 msec.;1
2023.05.22 7:30;806.39 Mbps;81%;332.03 Mbps;111%;2 msec.;1
2023.05.22 8:30;810.99 Mbps;81%;331.84 Mbps;111%;2 msec.;1
2023.05.22 9:30;812.07 Mbps;81%;331.43 Mbps;110%;2 msec.;1
2023.05.22 10:30;804.10 Mbps;80%;331.87 Mbps;111%;2 msec.;1
2023.05.22 11:30;824.01 Mbps;82%;331.69 Mbps;111%;2 msec.;1
2023.05.22 12:30;810.51 Mbps;81%;331.53 Mbps;111%;2 msec.;1
2023.05.22 13:30;822.93 Mbps;82%;331.68 Mbps;111%;2 msec.;1
2023.05.22 14:31;825.05 Mbps;83%;330.43 Mbps;110%;2 msec.;1
2023.05.22 15:30;834.61 Mbps;83%;330.75 Mbps;110%;2 msec.;1
2023.05.22 16:30;805.55 Mbps;81%;331.42 Mbps;110%;2 msec.;1
2023.05.22 17:30;812.38 Mbps;81%;331.64 Mbps;111%;2 msec.;1
2023.05.22 18:30;813.95 Mbps;81%;331.49 Mbps;110%;2 msec.;1
2023.05.22 19:30;793.96 Mbps;79%;330.49 Mbps;110%;2 msec.;1
2023.05.22 20:30;799.98 Mbps;80%;330.39 Mbps;110%;2 msec.;1
2023.05.22 21:30;821.36 Mbps;82%;329.98 Mbps;110%;2 msec.;1
2023.05.22 22:30;786.64 Mbps;79%;330.65 Mbps;110%;2 msec.;1
